countries,Year,GDP [Euro],Population,GrDP (Territorial & Low GHG with VOLY) scenario [Euro],GrDP (Territorial & Low GHG with VSL) scenario [Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Euro],GrDP (Territorial & Central GHG with VSL) scenario [Euro],GrDP (Territorial & High GHG with VOLY) scenario [Euro],GrDP (Territorial & High GHG with VSL) scenario [Euro],GrDP (Residential & Low GHG with VOLY) scenario [Euro],GrDP (Residential & Low GHG with VSL) scenario [Euro],GrDP (Residential & Central GHG with VOLY) scenario [Euro],GrDP (Residential & Central GHG with VSL) scenario [Euro],GrDP (Residential & High GHG with VOLY) scenario [Euro],GrDP (Residential & High GHG with VSL) scenario [Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Euro],GrDP (Footprint & Low GHG with VSL) scenario [Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Euro],GrDP (Footprint & Central GHG with VSL) scenario [Euro],GrDP (Footprint & High GHG with VOLY) scenario [Euro],GrDP (Footprint & High GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro],GDP per capita [Euro]
Belgium,2000,256376400000.0,10239085.0,210181455979.0,135677004879.0,203999427679.0,129494976579.0,142326335829.0,67821884729.0,,,,,,,,,,,,,20527367042.953545,13250891547.340412,19923599391.840187,12647123896.227055,13900298300.97123,6623822805.358096,,,,,,,,,,,,,25038.995183651663
Belgium,2001,264334900000.00003,10263414.0,220144598518.00003,147798794742.00003,214020809518.00003,141675005742.00003,152928724018.00003,80582920242.00003,,,,,,,,,,,,,21449451275.959446,14400548856.550076,20852789288.04782,13803886868.63845,14900375646.738993,7851473227.329622,,,,,,,,,,,,,25755.06551718561
Belgium,2002,273255900000.00003,10309725.0,230283728735.00003,161287438165.00003,224180799035.00003,155184508465.00003,163296809885.00003,94300519315.00003,,,,,,,,,,,,,22336553956.094856,15644203716.87897,21744595421.798355,15052245182.582468,15839104329.649921,9146754090.434034,,,,,,,,,,,,,26504.6739849996
Belgium,2003,281200200000.0,10355844.0,238714050076.0,170639881689.0,232593376636.0,164519208249.0,171532372556.0,103458204169.0,,,,,,,,,,,,,23051143883.202568,16477641193.6101,22460108189.733257,15886605500.14079,16563823533.456085,9990320843.863619,,,,,,,,,,,,,27153.76940788216
Belgium,2004,296819700000.0,10396421.0,253803804743.0,185722137874.0,247637436143.0,179555769274.0,186120568443.0,118038901574.0,,,,,,,,,,,,,24412613219.78015,17864045508.930428,23819489047.528954,17270921336.67923,17902369329.118164,11353801618.26844,,,,,,,,,,,,,28550.18087474526
Belgium,2005,310037600000.0,10445852.0,269880061655.0,206196849185.0,263846631035.0,200163418565.0,203655977945.0,139972765475.0,,,,,,,,,,,,,25836098544.666344,19739591292.792583,25258507495.12821,19162000243.25445,19496349167.593033,13399841915.719273,,,,,,,,,,,,,29680.451149413184
Belgium,2006,325151500000.0,10511382.0,285543531065.0,223047257003.0,279622626845.0,217126352783.0,220554558555.0,158058284493.0,,,,,,,,,,,,,27165174956.53759,21219593865.297638,26601889917.519886,20656308826.27993,20982451075.890877,15036869984.650925,,,,,,,,,,,,,30933.27785061945
Belgium,2007,343618900000.0,10584534.0,306214170443.0,247125560485.0,300432808703.0,241344198745.0,242756842773.0,183668232815.0,,,,,,,,,,,,,28930340291.126656,23347797879.906662,28384131857.198437,22801589445.978443,22935052480.62881,17352510069.408817,,,,,,,,,,,,,32464.244528856914
Belgium,2008,351743100000.0,10666866.0,315910544735.0,261658834589.0,310128594995.0,255876884849.0,252446763065.0,198195052919.0,315801702275.33,261549992129.33002,309947190895.55,255695480749.55,251541470225.84,197289760079.84,308612797475.33,254361087329.33002,297965682895.55,243713972749.55,191748039825.84,137496329679.84,29616060118.78278,24530057337.27226,29074012460.1734,23988009678.66288,23666441770.71316,18580438989.20264,29605856328.872047,24519853547.361523,29057006143.655506,23971003362.14498,23581572153.04289,18495569371.532368,28931909098.260918,23845906316.750393,27933760759.303623,22847757977.793102,17976042806.372555,12890040024.862036,32975.29939909248
Belgium,2009,346472800000.0,10753080.0,315744854659.0,267621243173.0,310484503339.0,262360891853.0,258006236599.0,209882625113.0,315591524372.59,267467912886.59,310228952861.65,262105341375.65,256730918026.32,208607306540.32,309746806472.58997,261623194986.59,300487756361.65,252364144875.65,208117708826.32,159994097340.32,29363201488.22477,24887868701.15353,28874006641.724976,24398673854.653736,23993705673.072273,19518372886.001034,29348942291.19378,24873609504.12254,28850241313.339996,24374908526.268753,23875105367.608166,19399772580.536926,28805403333.05341,24330070545.982174,27944343049.77272,23469010262.701477,19354241652.28195,14878908865.210712,32220.79627418377
Belgium,2010,363140100000.0,10839905.0,331829067765.0,284207015108.0,326231221245.0,278609168588.0,270386038105.0,222763985448.0,331650047479.71,284027994822.70996,325932854102.85,278310801445.85,268897043986.08,221274991329.08,325255717579.71,277633664922.70996,315275637602.85,267653584945.85,215712458786.08,168090406129.08,30611805893.594086,26218589102.76428,30095394862.316597,25702178071.48679,24943580050.28642,20550363259.456608,30595290962.394043,26202074171.564228,30067869976.983192,25674653186.15338,24806217765.384476,20413000974.554665,30005402960.60805,25612186169.778236,29084723307.33987,24691506516.510063,19899847718.783512,15506630927.953705,33500.30281630697
Belgium,2011,375967800000.0,11000638.0,348009912289.0,305654279002.0,342848043409.0,300492410122.0,291352256249.0,248996622962.0,347812896777.58,305457263490.58,342519684223.3,300164050936.3,289713587550.83997,247357954263.84,340578329577.58,298222696290.58,330462072223.3,288106438936.3,229540361950.84,187184728663.84,31635429898.611336,27785141098.361748,31166196306.88693,27315907506.63734,26485032618.017246,22634743817.767662,31617520436.321968,27767231636.072384,31136347203.07131,27286058402.821724,26336071376.118362,22485782575.868782,30959870652.73669,27109581852.487103,30040264230.429176,26189975430.179596,20866095398.36144,17015806598.111855,34176.908648389304
Belgium,2012,386174700000.0,11075889.0,359076132836.0,317773266741.0,354029103716.0,312726237621.0,303678979876.0,262376113781.0,358907615088.56,317604748993.56,353748240803.6,312445374708.6,302277340198.88,260974474103.88,352175447688.56,310872581593.56,342527961803.6,301225095708.6,246282804998.88,204979938903.88,32419621832.25202,28690542740.271233,31963944719.56156,28234865627.580776,27418023047.721046,23688943955.740257,32404407004.12942,28675327912.148632,31938586672.690563,28209507580.709774,27291474318.574337,23562395226.593548,31796585148.926647,28067506056.945858,30925550247.352604,27196471155.37182,22235940157.840153,18506861065.859364,34866.24865958841
Belgium,2013,392880000000.0,11137974.0,366225749234.0,325599140163.0,361202558054.0,320575948983.0,311090246044.0,270463636973.0,366055899503.39,325429290432.39,360919475169.65,320292866098.65,309677527649.72,269050918578.72,359300006303.39,318673397232.39,349659653169.65,309033044098.65,253485654049.72,212859044978.72,32880822781.055153,29233246563.782604,32429825931.897488,28782249714.62494,27930595460.53887,24283019243.266323,32865573173.666058,29217996956.39351,32404409919.58233,28756833702.309776,27803757456.223186,24156181238.950638,32259009250.99933,28611433033.72678,31393470048.47112,27745893831.19857,22758686099.43963,19111109882.16708,35273.91965540591
Belgium,2014,403003300000.0,11180840.0,378469619570.0,341590757990.0,373682806910.0,336803945330.0,325928652040.0,289049790460.0,378309611838.62,341430750258.62,373416127357.7,336537265777.7,324597794083.76,287718932503.76,371054638938.62,334175777358.62,361324505857.7,324445644277.7,264254844883.76,227375983303.76,33849837719.70621,30551439604.71664,33421711330.275723,30123313215.28615,29150640921.433453,25852242806.443882,33835526833.28086,30537128718.291286,33397859852.900143,30099461737.910572,29031610691.48293,25733212576.49336,33186651355.23091,29888253240.241337,32316400722.816895,29018002607.82732,23634614651.82938,20336216536.83981,36044.09865448392
Belgium,2015,416701400000.0,11237274.0,391109902935.0,353378732082.0,386148268635.0,348417097782.0,336650059785.0,298918888932.0,390990500737.89,353259329884.89,385949264973.15,348218094120.15,335656936748.72,297925765895.72,384235130437.89,346503959584.89,374690314473.15,336959143620.15,279469412348.72,241738241495.72,34804695777.196495,31447015715.91117,34363162154.36235,31005482093.077023,29958338631.326424,26600658570.041096,34794070228.94431,31436390167.65899,34345452907.27538,30987772845.99005,29869961055.38763,26512280994.102306,34192912839.70561,30835232778.42028,33343523925.210865,29985843863.92554,24869858325.846638,21512178264.561317,37082.07168393331
Belgium,2016,430085300000.0,11311117.0,405098500014.0,368754497193.0,400199152134.0,363855149313.0,351322324474.0,314978321653.0,404920837366.74,368576834545.74,399903047721.9,363559044900.9,349844622455.52,313500619634.52,398084719966.74,361740717145.74,388509518721.9,352165515900.9,292985487255.52,256641484434.52,35814190589.13457,32601068240.475277,35381046110.123344,32167923761.464054,31059914283.79708,27846791935.137794,35798483683.50712,32585361334.847828,35354867934.0776,32141745585.418312,30929272719.530704,27716150370.871418,35194112125.861664,31980989777.202374,34347582004.668507,31134459656.00922,25902436271.812943,22689313923.153656,38023.23855371667
Belgium,2017,445050100000.0,11351727.0,421382346414.0,386986897482.0,416499261774.0,382103812842.0,367784679294.0,333389230362.0,421195876253.34,386800427321.33997,416188478172.9,381793029240.9,366233721132.32,331838272200.32,414754359353.34,380358910421.33997,405452616672.9,371057167740.9,312656659932.32,278261211000.32,37120549711.42277,34090574718.895195,36690387442.72127,33660412450.193703,32399006714.48494,29369031721.95737,37104123121.82455,34074148129.296974,36663009793.390915,33633034800.863342,32262379207.350563,29232404214.822994,36536674935.30632,33506699942.778748,35717262815.860535,32687287823.332962,27542651433.770386,24512676441.242817,39205.49710189472
Belgium,2018,460050800000.0,11398589.0,437212273917.0,403925014770.0,432299254197.0,399011995050.0,383286033657.0,349998774510.0,437002281357.51,403715022210.51,431949266597.85,398662007450.85,381539428876.48,348252169729.48,430161508257.51,396874249110.51,420547978097.85,387260718950.85,324641570076.48,291354310929.48,38356701335.3144,35436404871.6907,37925681345.03314,35005384881.40945,33625743822.941593,30705447359.317894,38338278655.14846,35417982191.52476,37894976878.08991,34974680414.46621,33472513911.720127,30552217448.096428,37738136558.613525,34817840094.98983,36894740050.53169,33974443586.907993,28480855838.9534,25560559375.3297,40360.32880911839
Belgium,2019,478676200000.0,11455519.0,456426251521.0,424508405813.0,451554955441.0,419637109733.0,402957977881.0,371040132173.0,456186788521.63,424268942813.63,451155850442.05,419238004734.05,400966253886.24,369048408178.24,449774824921.63,417856979213.63,440469244442.05,408551398734.05,347635001086.24,315717155378.24,39843349875.37448,37057108090.25763,39418114137.03735,36631872351.9205,35175881414.10267,32389639628.98582,39822446152.08006,37036204366.96321,39383274598.21331,36597032813.096466,35002015525.114136,32215773739.997288,39262719124.435135,36476477339.31828,38450396218.8051,35664154433.68825,30346508184.067436,27560266398.950584,41785.6406156718
Belgium,2020,460747700000.0,11522440.0,440331710003.0,411023545651.0,435840324503.0,406532160151.0,391033407253.0,361725242901.0,440247840812.0,410939676460.0,435700542518.0,406392378166.0,390335828585.0,361027664233.0,434720787812.0,405412623460.0,426488787518.0,397180623166.0,344364784585.0,315056620233.0,38215144535.619194,35671571789.56888,37825349882.75053,35281777136.70021,33936684179.1322,31393111433.081882,38207865765.58437,35664293019.53406,37813218599.35916,35269645853.308846,33876143298.207672,31332570552.157356,37728188457.65307,35184615711.60275,37013756419.473656,34470183673.42334,29886446324.302837,27342873578.25252,39986.99060268485
Belgium,2021,507929600000.0,11554767.0,486849990428.0,456504257660.0,482203641308.0,451857908540.0,435850777468.0,405505044700.0,486854645698.97,456508912930.97,482211400092.95,451865667324.95,435889497499.56,405543764731.56,480304214398.97,449958481630.97,471294014592.95,440948281824.95,381406545099.56,351060812331.56,42134124420.509735,39507872176.04648,41732009075.38854,39105756830.92528,37720429799.060425,35094177554.59716,42134527307.990715,39508275063.52746,41732680554.52351,39106428310.06026,37723780799.695915,35097528555.23266,41567624375.20116,38941372130.7379,40787842333.20759,38161590088.74432,33008588152.366898,30382335907.903637,43958.44589510113
Bulgaria,1990,,8767308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1991,,8669269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1992,,8595465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1993,,8484863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1994,,8459763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulgaria,1995,14512800000.0,8427418.0,-40665033191.0,-117229077733.0,-43004783471.0,-119568828013.0,-66346577931.0,-142910622473.0,,,,,,,,,,,,,-4825325288.362343,-13910438254.39773,-5102960772.92001,-14188073738.955395,-7872705249.81673,-16957818215.852116,,,,,,,,,,,,,1722.0932912073424
Bulgaria,1996,9829800000.0,8384715.0,-45355497019.0,-121354638624.0,-47738587519.0,-123737729124.0,-71512752269.0,-147511893874.0,,,,,,,,,,,,,-5409306937.564365,-14473317056.572584,-5693525363.593158,-14757535482.601376,-8528942518.499436,-17592952637.507656,,,,,,,,,,,,,1172.3475395407
Bulgaria,1997,10064700000.0,8340936.0,-33905190834.0,-107017598469.0,-36143030214.0,-109255437849.0,-58468142124.0,-131580549759.0,,,,,,,,,,,,,-4064914397.376985,-12830406379.931461,-4333210351.212382,-13098702333.766857,-7009781890.665508,-15775273873.219984,,,,,,,,,,,,,1206.663137086773
Bulgaria,1998,13437600000.0,8283200.0,-29142881457.0,-97943535431.0,-31220638677.0,-100021292651.0,-51948740467.0,-120749394441.0,,,,,,,,,,,,,-3518311939.4678383,-11824359599.067993,-3769151858.822677,-12075199518.422832,-6271578673.338806,-14577626332.938961,,,,,,,,,,,,,1622.271585860537
Bulgaria,1999,12804400000.0,8230371.0,-22926768504.0,-78663245119.0,-24712686624.0,-80449163239.0,-42529345964.0,-98265822579.0,,,,,,,,,,,,,-2785630016.435468,-9557679127.587322,-3002621221.3276896,-9774670332.479544,-5167366812.990569,-11939415924.142424,,,,,,,,,,,,,1555.7500384855068
Bulgaria,2000,14440000000.0,8190876.0,-20332056670.0,-78743655210.0,-22028017090.0,-80439615630.0,-38947241280.0,-97358839820.0,,,,,,,,,,,,,-2482281097.8947797,-9613581649.874811,-2689335925.730044,-9820636477.710077,-4754954327.229468,-11886254879.209501,,,,,,,,,,,,,1762.9371998794757
Bulgaria,2001,15905300000.0,8149468.0,-15903231982.0,-69618908687.0,-17831932882.0,-71547609587.0,-37073020432.0,-90788697137.0,,,,,,,,,,,,,-1951444190.2219875,-8542755022.4137335,-2188110056.0183806,-8779420888.210127,-4549133812.41573,-11140444644.607475,,,,,,,,,,,,,1951.6979513263934
Bulgaria,2002,17478300000.0,7868815.0,-14846296138.0,-68597654554.0,-16653552778.0,-70404911194.0,-34683089258.0,-88434447674.0,,,,,,,,,,,,,-1886725782.4716938,-8717660099.265265,-2116399073.8122575,-8947333390.605827,-4407663575.519313,-11238597892.312883,,,,,,,,,,,,,2221.2111988908114
Bulgaria,2003,18798300000.0,7805506.0,-15669760573.0,-73219520723.0,-17701561813.0,-75251321963.0,-37971197993.0,-95520958143.0,,,,,,,,,,,,,-2007526555.3572056,-9380496373.07306,-2267830146.1814265,-9640799963.89728,-4864668349.8802,-12237638167.596054,,,,,,,,,,,,,2408.3384216218656
Bulgaria,2004,21093200000.0,7745147.0,-9044458903.0,-65316534577.0,-11006104603.0,-67278180277.0,-30575855753.0,-86847931427.0,,,,,,,,,,,,,-1167758197.8753922,-8433220773.86007,-1421032370.72195,-8686494946.706629,-3947743761.7388024,-11213206337.72348,,,,,,,,,,,,,2723.408606705593
Bulgaria,2005,24039900000.0,7688573.0,-6006439402.0,-62210129691.0,-7937745142.0,-64141435431.0,-27204819072.0,-83408509361.0,,,,,,,,,,,,,-781216410.6395296,-8091245240.306622,-1032408112.9229052,-8342436942.589997,-3538344380.9403906,-10848373210.607483,,,,,,,,,,,,,3126.7050465671587
Bulgaria,2006,27410000000.0,7629371.0,-2321964386.0,-57174908694.0,-4423198766.0,-59276143074.0,-25385513176.0,-80238457484.0,,,,,,,,,,,,,-304345454.69082576,-7494052746.156924,-579759296.801794,-7769466588.267893,-3327340245.480263,-10517047536.946362,,,,,,,,,,,,,3592.694600904845
Bulgaria,2007,32464700000.0,7572673.0,2035048357.0,-54440840889.0,-191107883.0,-56666997129.0,-22399666563.0,-78875555809.0,,,,,,,,,,,,,268735802.6683577,-7189118147.4493885,-25236515.956783026,-7483090466.074529,-2957960361.2885437,-10415814311.40629,,,,,,,,,,,,,4287.08594706255
Bulgaria,2008,37246700000.0,7518002.0,8304349177.0,-38052795954.0,6065527837.0,-40291617294.0,-16269380293.0,-62626525424.0,7428092350.239998,-38929052780.759995,4605099792.400002,-41752045338.600006,-23557611677.479996,-69914756808.48,7366478980.240002,-38990666150.759995,4502410842.400002,-41854734288.600006,-24070078437.479996,-70427223568.48,1104595233.813452,-5061557040.554126,806800508.5659727,-5359351765.801605,-2164056393.30769,-8330208667.675268,988040752.0828005,-5178111522.284776,612543039.0148875,-5553609235.352692,-3133493669.9245353,-9299645944.292112,979845307.3356462,-5186306967.031931,598883964.4362959,-5567268309.931283,-3201658956.392935,-9367811230.760511,4954.334941650721
Bulgaria,2009,37417700000.0,7467119.0,16722686941.0,-22463570033.0,14860217101.0,-24326039873.0,-3720136779.0,-42906393753.0,15848302772.23,-23337954201.770004,13402910153.05,-25783346820.949997,-10992792404.96,-50179049378.95999,15902182262.23,-23284074711.770004,13492709303.05,-25693547670.949997,-10544651884.96,-49730908858.95999,2239509902.1456604,-3008331597.902752,1990087087.268865,-3257754412.779547,-498202423.04963934,-5746043923.098052,2122411973.3768806,-3125429526.671532,1794923872.6542325,-3452917627.3941793,-1472159798.8407576,-6720001298.889169,2129627539.3803153,-3118213960.6680975,1806949815.99329,-3440891684.055122,-1412144614.9391754,-6659986114.987587,5010.995539243449
Bulgaria,2010,38290000000.0,7421766.0,18983754424.0,-12146395903.0,16985395684.0,-14144754643.0,-2950611746.0,-34080762073.0,18155630609.02,-12974519717.979996,15605189325.7,-15524961001.300003,-9838498715.04,-40968649042.04001,18336484709.02,-12793665617.979996,15906612825.7,-15223537501.300003,-8334251915.040001,-39464402242.04001,2557848687.765149,-1636591062.4236872,2288592187.3581033,-1905847562.8307333,-397561947.655046,-4592001697.843883,2446268261.3572025,-1748171488.8316333,2102624810.0115256,-2091814940.1773114,-1325627716.5084429,-5520067466.69728,2470636329.5501366,-1723803420.6386993,2143238256.9997492,-2051201493.1890879,-1122947276.3005464,-5317387026.489384,5159.1494531086
Bulgaria,2011,41479900000.0,7369431.0,18072513137.0,-25436139247.0,15708646457.0,-27800005927.0,-7873737803.0,-51382390187.0,17456537827.190002,-26052114556.809998,14682020940.650002,-28826631443.350006,-12997087998.879997,-56505740382.880005,17845701427.190002,-25662950956.809998,15330626940.650002,-28178025443.350006,-9760235198.879997,-53268887582.880005,2452362080.1931653,-3451574381.6585026,2131595567.826064,-3772340894.025604,-1068432257.9314468,-6972368719.783114,2368776887.5493917,-3535159574.302276,1992286913.4197745,-3911649548.431895,-1763648780.8733127,-7667585242.724982,2421584709.4829984,-3482351752.3686695,2080299949.9757855,-3823636511.875884,-1324421817.4890296,-7228358279.340699,5628.643513997214
Bulgaria,2012,42255300000.0,7327224.0,25366513000.0,-6141751384.0,23193975640.0,-8314288744.0,1520329120.0,-29987935264.0,24782031339.79,-6726233044.209999,22219839539.65,-9288424844.349998,-3341073895.080002,-34849338279.08,25060138539.79,-6448125844.209999,22683351539.65,-8824912844.349998,-1027928295.0800018,-32536192679.08,3461954077.0147057,-838209857.3757265,3165451969.2587533,-1134711965.1316788,207490465.6934195,-4092673468.697013,3382185578.0292783,-917978356.3611538,3032504470.9497075,-1267659463.4407244,-455980859.2012476,-4756144793.59168,3420140907.3600044,-880023027.0304278,3095763353.1675844,-1204400581.2228475,-140288913.6567958,-4440452848.047228,5766.890707858802
Bulgaria,2013,42056200000.0,7284552.0,26484207766.0,1744750479.0,24483274006.0,-256183281.0,4521577686.0,-20217879601.0,25980686251.629997,1241228964.6299973,23644071482.05,-1095385804.949997,333557471.23999786,-24405899815.760002,26257672051.629997,1518214764.6299973,24105714482.05,-633742804.949997,2637375871.239998,-22102081415.760002,3635667336.302905,239513765.43128526,3360985549.4201975,-35168021.45142213,620707723.1379501,-2775445847.7336698,3566545513.2491326,170391942.37751302,3245782510.9972444,-150371059.87437484,45789702.81768843,-3350363868.0539317,3604569237.9751005,208415667.10348108,3309155385.5405245,-86998185.33109476,362050524.3479624,-3034103046.523658,5773.340625477037
Bulgaria,2014,43024700000.0,7245677.0,29310129802.0,4235592953.0,27233742622.0,2159205773.0,6519308612.0,-18555228237.0,28719468900.190002,3644932051.1900024,26249307785.65,1174770936.6500015,1606510000.1200027,-23468026848.879997,29115480600.190002,4040943751.1900024,26909327285.65,1834790436.6500015,4900321600.120003,-20174215248.879997,4045188572.7172217,584568281.6112283,3758619466.7523823,297999175.6463889,899751481.0555315,-2560868810.050462,3963669495.644093,503049204.5380994,3622754338.297167,162134047.19117364,221719792.38379005,-3238900498.7222033,4018324388.485714,557704097.3797207,3713845826.3665357,253225535.26054245,676309694.749021,-2784310596.356972,5937.982054678949
Bulgaria,2015,45797800000.0,7202198.0,32092461127.0,7405370499.0,29874664987.0,5187574359.0,7749508257.0,-16937582371.0,31521035685.07,6833945057.07,28922289250.45,4235198622.449997,2996699819.3600006,-21690390808.64,31999804185.07,7312713557.07,29720236750.45,5033146122.449997,6978837819.360001,-17708252808.64,4455925972.460074,1028209790.8166368,4147992735.967548,720276554.3241105,1075992114.7682972,-2351724066.87514,4376585548.615853,948869366.9724159,4015758696.2271795,588042514.5837419,416081287.87350756,-3011634893.76993,4443060880.174357,1015344698.5309207,4126550915.491354,698834733.8479166,968987220.2013887,-2458728961.4420485,6358.864335581999
Bulgaria,2016,48752100000.0,7153784.0,36628293376.0,15081668403.0,34597198576.0,13050573603.0,14334609976.0,-7212014997.0,35928457116.22,14381832143.220001,33430804809.7,11884179836.699997,8513749656.559998,-13032875316.440002,36293416116.22,14746791143.220001,34039069809.7,12492444836.699997,11549281656.559998,-9997343316.440002,5120128504.858408,2108208523.3493211,4836209560.70242,1824289579.1933331,2003780094.0033975,-1008139887.5056893,5022301080.969176,2010381099.4600902,4673163854.220367,1661243872.7112806,1190104377.845347,-1821815603.6637397,5073317298.400399,2061397316.8913126,4758190883.272406,1746270901.763318,1614429741.8764668,-1397490239.6326199,6814.868886172689
Bulgaria,2017,52501800000.0,7101859.0,40423042872.0,19365472181.0,38307790572.0,17250219881.0,17205630722.0,-3851939969.0,39722819768.28,18665249077.28,37140752065.8,16083181374.800003,11381552843.440002,-9676017847.559998,40123758068.28,19066187377.28,37808982565.8,16751411874.800003,14716341243.440002,-6341229447.559998,5691896005.2572155,2726817327.8292346,5394051131.11933,2428972453.6913505,2422693934.3628197,-542384743.0651609,5593298848.692997,2628220171.2650166,5229722536.845634,2264643859.4176545,1602615997.2255154,-1362462680.202465,5649754250.0182,2684675572.590219,5323814872.387638,2358736194.959658,2072181557.4541824,-892897119.9737982,7392.684084547441
Bulgaria,2018,56199800000.0,7050034.0,42187557342.0,21868172206.0,40261168962.0,19941783826.0,21043151552.0,723766416.0,41481428536.38,21162043400.379997,39084287619.3,18764902483.300003,15169953232.239998,-5149431903.760002,41661388036.38,21342002900.379997,39384220119.3,19064834983.300003,16666759232.239998,-3652625903.760002,5984021827.69615,3101853438.721005,5710776566.751309,2828608177.776164,2984829796.8492064,102661407.87406132,5883862196.463166,3001693807.48802,5543843848.029669,2661675459.0545244,2151756038.657402,-730412350.3177434,5909388243.571591,3027219854.5964456,5586387259.877045,2704218870.9019,2364067922.543352,-518100466.4317934,7971.564392455412
Bulgaria,2019,61530800000.0,7000039.0,50200422272.0,30215170090.0,48325344452.0,28340092270.0,29619210962.0,9633958780.0,49506569160.020004,29521316978.02,47168922598.7,27183670416.7,23848115236.96,3862863054.959999,49672637160.020004,29687384978.02,47445702598.7,27460450416.7,25229379236.96,5244127054.959999,7171448940.784472,4316428821.325138,6903582173.185035,4048562053.725701,4231292277.3715973,1376272157.9122632,7072327619.891833,4217307500.4324975,6738379971.697301,3883359852.237966,3406854624.2328076,551834504.7734733,7096051487.715998,4241031368.2566624,6777919751.4042425,3922899631.9449077,3604176953.4369736,749156833.9776391,8790.06531249326
Bulgaria,2020,61607700000.0,6951482.0,50636563488.0,30444774094.0,49013710368.0,28821920974.0,32823818528.0,12632029134.0,49953389564.61,29761600170.61,47875087162.35,27683297768.35,27141546530.28,6949757136.279999,49993954634.61,29802165240.61,47942695612.35,27750906218.35,27478944890.28,7287155496.279999,7284283191.411558,4379609138.598072,7050828926.551202,4146154873.7377152,4721844712.825265,1817170660.0117788,7186005741.5972595,4281331688.783773,6887033176.860704,3982359124.0472174,3904425923.8936386,999751871.0801523,7191841197.979078,4287167145.165592,6896758937.497069,3992084884.683583,3952962100.783689,1048288047.9702024,8862.527443788245
Bulgaria,2021,71060100000.0,6916548.0,59973963701.0,40487066132.0,58090631201.0,38603733632.0,39302147451.0,19815249882.0,59282417076.979996,39795519507.979996,56938053494.3,37451155925.3,33550235848.04,14063338279.04,59391602376.979996,39904704807.979996,57120028994.3,37633131425.3,34458380248.04,14971482679.04,8671083277.525146,5853652158.851497,8398789569.739124,5581358451.065474,5682335675.397612,2864904556.7239614,8571098917.694201,5753667799.020551,8232148970.020884,5414717851.347233,4850719730.137056,2033288611.4634063,8586885015.036402,5769453896.362751,8258459132.257884,5441028013.584233,4982019968.348372,2164588849.674722,10273.92566349572
Cyprus,1990,,572655.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1991,,587141.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1992,,603069.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1993,,619231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1994,,632944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,1995,7596000000.0,645399.0,5531790172.0,4853210500.0,5241972952.0,4563393280.0,2350701162.0,1672121490.0,,,,,,,,,,,,,8571116738.637649,7519705639.457142,8122065500.566317,7070654401.385809,3642244815.9975457,2590833716.8170385,,,,,,,,,,,,,11769.46354115826
Cyprus,1996,7890100000.0,656333.0,5812929503.0,5116164926.0,5508441263.0,4811676686.0,2470808583.0,1774044006.0,,,,,,,,,,,,,8856677179.11487,7795074948.235119,8392753774.379774,7331151543.500022,3764565522.379646,2702963291.499894,,,,,,,,,,,,,12021.489091665359
