"Unité de mesure","Economie et ménages","Agent énergétique","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Térajoules","Economie et ménages - Total","Agent énergétique - Total",1102845.191,1127069.387,1112314.910,1130244.314,1131220.581,1121410.402,1156464.377,1125947.072,1157835.430,1135913.378,1167833.498,1115777.299,1135919.829,1162826.578,1109539.089,1090915.268,1090115.235,1086816.984,1100546.889,1112253.320,997239.887,1019506.568
