country,country_name,year,variable,pollutant,pollutant_name,emissions to,environmental theme,damage,scenario,method,unit,value,reference
BG,Bulgaria,2014,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,54610.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,174648.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,54501.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,184459.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,54891.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,184188.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,55600.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,195279.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,55837.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,196353.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,53892.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,190646.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,55801.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,221599.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM10,Particulate matter 10,air,All,All,Central,VOLY,€2021/t,61006.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM10,Particulate matter 10,air,All,All,Central,VSL,€2021/t,256111.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,54398.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,175319.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,53526.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,168640.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,54610.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,174648.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,54501.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,184459.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,54891.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,184188.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,55600.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,195279.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,55837.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,196353.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,53892.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,190646.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,55801.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,221599.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM10,Particulate matter 10,air,All,Health,Central,VOLY,€2021/t,61006.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM10,Particulate matter 10,air,All,Health,Central,VSL,€2021/t,256111.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,54398.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,175319.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,53526.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,168640.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,54610.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,174648.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,54501.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,184459.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,54891.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,184188.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,55600.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,195279.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,55837.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,196353.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,53892.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,190646.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,55801.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,221599.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,61006.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM10,Particulate matter 10,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,256111.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,85405.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,275251.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,84036.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,264765.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,85738.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,274197.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,85567.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,289601.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,86179.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,289175.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,87293.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,306587.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,87664.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,308275.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,84610.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,299314.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,87608.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,347910.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VOLY,€2021/t,95780.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM2_5,Particulate matter 2.5,air,All,All,Central,VSL,€2021/t,402094.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,85405.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,275251.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,84036.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,264765.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,85738.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,274197.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,85567.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,289601.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,86179.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,289175.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,87293.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,306587.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,87664.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,308275.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,84610.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,299314.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,87608.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,347910.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VOLY,€2021/t,95780.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM2_5,Particulate matter 2.5,air,All,Health,Central,VSL,€2021/t,402094.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,85405.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,275251.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,84036.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,264765.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,85738.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,274197.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,85567.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,289601.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,86179.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,289175.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,87293.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,306587.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,87664.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,308275.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,84610.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,299314.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,87608.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,347910.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,95780.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,PM2_5,Particulate matter 2.5,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,402094.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,SOx,Sulphur oxides,air,Acidification,Buildings,Central,NA,€2021/t,311.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,26161.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,75518.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,25825.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,73706.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,26263.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,76299.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,26570.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,80415.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,26807.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,80641.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,27169.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,84121.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,27278.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,85232.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,26409.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,83165.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,27309.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,94436.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,SOx,Sulphur oxides,air,All,All,Central,VOLY,€2021/t,29785.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,SOx,Sulphur oxides,air,All,All,Central,VSL,€2021/t,107846.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,25850.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,75207.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,25514.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,73395.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,25952.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,75988.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,26259.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,80104.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,26496.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,80330.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,26858.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,83810.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,26967.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,84921.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,26098.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,82854.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,26998.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,94125.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,SOx,Sulphur oxides,air,All,Health,Central,VOLY,€2021/t,29474.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,SOx,Sulphur oxides,air,All,Health,Central,VSL,€2021/t,107535.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,25850.0,"EEA, 2023"
BG,Bulgaria,2012,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,75207.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,25514.0,"EEA, 2023"
BG,Bulgaria,2013,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,73395.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,25952.0,"EEA, 2023"
BG,Bulgaria,2014,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,75988.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,26259.0,"EEA, 2023"
BG,Bulgaria,2015,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,80104.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,26496.0,"EEA, 2023"
BG,Bulgaria,2016,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,80330.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,26858.0,"EEA, 2023"
BG,Bulgaria,2017,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,83810.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,26967.0,"EEA, 2023"
BG,Bulgaria,2018,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,84921.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,26098.0,"EEA, 2023"
BG,Bulgaria,2019,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,82854.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,26998.0,"EEA, 2023"
BG,Bulgaria,2020,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,94125.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,29474.0,"EEA, 2023"
BG,Bulgaria,2021,env-price,SOx,Sulphur oxides,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,107535.0,"EEA, 2023"
Balkans,Balkans,2012,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,2910.0,"EEA, 2023"
Balkans,Balkans,2013,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,2830.0,"EEA, 2023"
Balkans,Balkans,2014,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,2650.0,"EEA, 2023"
Balkans,Balkans,2015,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,3240.0,"EEA, 2023"
Balkans,Balkans,2016,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,2950.0,"EEA, 2023"
Balkans,Balkans,2017,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,3190.0,"EEA, 2023"
Balkans,Balkans,2018,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,3420.0,"EEA, 2023"
Balkans,Balkans,2019,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,3140.0,"EEA, 2023"
Balkans,Balkans,2020,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,3130.0,"EEA, 2023"
Balkans,Balkans,2021,env-price,"1,3 Butadiene","1,3 Butadiene",air,Human toxicity,Health,Central,NA,€2021/t,3390.0,"EEA, 2023"
