country,country_name,year,variable,pollutant,pollutant_name,emissions to,environmental theme,damage,scenario,method,unit,value,reference
MK,North Macedonia,2012,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,62698.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NH3,Ammonia,air,All,All,Central,VOLY,€2021/t,28100.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,62584.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NH3,Ammonia,air,All,All,Central,VOLY,€2021/t,28522.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,61703.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NH3,Ammonia,air,All,All,Central,VOLY,€2021/t,29051.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,68437.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NH3,Ammonia,air,All,All,Central,VOLY,€2021/t,29546.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,69437.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NH3,Ammonia,air,All,All,Central,VOLY,€2021/t,29874.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,76688.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NH3,Ammonia,air,All,All,Central,VOLY,€2021/t,29690.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,78018.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NH3,Ammonia,air,All,All,Central,VOLY,€2021/t,29029.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,76415.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NH3,Ammonia,air,All,All,Central,VOLY,€2021/t,30705.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,93845.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NH3,Ammonia,air,All,All,Central,VOLY,€2021/t,33342.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NH3,Ammonia,air,All,All,Central,VSL,€2021/t,107814.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,27988.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,62143.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,27545.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,62029.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,27967.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,61148.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,28496.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,67882.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,28991.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,68882.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,29319.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,76133.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,29135.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,77463.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,28474.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,75860.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,30150.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,93290.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NH3,Ammonia,air,All,Health,Central,VOLY,€2021/t,32787.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NH3,Ammonia,air,All,Health,Central,VSL,€2021/t,107259.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NH3,Ammonia,air,Eutrophication,Ecosystems,Central,NA,€2021/t,555.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,27988.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,62143.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,27545.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,62029.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,27967.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,61148.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,28496.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,67882.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,28991.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,68882.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,29319.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,76133.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,29135.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,77463.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,28474.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,75860.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,30150.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,93290.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,32787.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NH3,Ammonia,air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,107259.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1503.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,3196.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1489.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,3189.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1513.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,3219.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1550.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,3473.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1575.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,3511.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1603.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,3746.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1606.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,3806.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1568.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,3722.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1654.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,4342.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VOLY,€2021/t,1766.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,All,Central,VSL,€2021/t,4812.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1442.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,3135.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1428.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,3128.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1452.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,3158.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1489.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,3412.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1514.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,3450.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1542.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,3685.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1545.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,3745.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1507.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,3661.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1593.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,4281.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VOLY,€2021/t,1705.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,All,Health,Central,VSL,€2021/t,4751.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Ecosystems - Crop yields,Central,NA,€2021/t,61.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,193.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,191.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,197.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,205.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,209.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,216.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,217.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,214.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,238.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Oxidant formation - O3,Health,Central,NA,€2021/t,259.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1249.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,2942.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1237.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,2937.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1255.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,2961.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1284.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,3207.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1305.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,3241.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1326.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,3469.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1328.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,3528.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1293.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,3447.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1355.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,4043.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VOLY,€2021/t,1446.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NMVOC,Volatile organic compounds (non-methane),air,Particulate matter formation - PM2.5,Health,Central,VSL,€2021/t,4492.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8325.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,19385.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8245.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,19199.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8357.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,19561.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8518.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,20817.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8613.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,20965.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8756.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,22142.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8776.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,22750.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8559.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,22293.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,8914.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,25210.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NOx,Nitrogen oxides,air,All,All,Central,VOLY,€2021/t,9550.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NOx,Nitrogen oxides,air,All,All,Central,VSL,€2021/t,28520.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7708.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,18768.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7628.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,18582.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7740.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,18944.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7901.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,20200.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7996.0,"EEA, 2023"
MK,North Macedonia,2016,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,20348.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,8139.0,"EEA, 2023"
MK,North Macedonia,2017,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,21525.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,8159.0,"EEA, 2023"
MK,North Macedonia,2018,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,22133.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,7942.0,"EEA, 2023"
MK,North Macedonia,2019,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,21676.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,8297.0,"EEA, 2023"
MK,North Macedonia,2020,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,24593.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VOLY,€2021/t,8933.0,"EEA, 2023"
MK,North Macedonia,2021,env-price,NOx,Nitrogen oxides,air,All,Health,Central,VSL,€2021/t,27903.0,"EEA, 2023"
MK,North Macedonia,2012,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,154.0,"EEA, 2023"
MK,North Macedonia,2013,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,154.0,"EEA, 2023"
MK,North Macedonia,2014,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,154.0,"EEA, 2023"
MK,North Macedonia,2015,env-price,NOx,Nitrogen oxides,air,Eutrophication,Ecosystems,Central,NA,€2021/t,154.0,"EEA, 2023"
