Transfer emissions in MtCO₂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d'Ivoire,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,North Macedonia,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Romania,Russian Federation,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
2010,,-1.8308,,,,,,14.1092,-1.0413,,10.2884,-29.1058,-2.8114,,10.8827,1.0701,,0.68928,-101.6159,,-2.5139,,,1.6741,,,-5.5426,-44.5217,,1.4541,2.8613,-1.1507,,-9.6092,-1.2507,-51.3883,,,,,-2.6557,1283.4931,-8.962,,,,-3.5984,-3.1462,,,-0.53466,-3.1589,-1.8691,,-13.1788,,,-51.1058,-3.7874,1.3222,-1.5803,,,1.724,1.3174,,,,-18.5587,-126.8761,,,,,-1.7849,-192.5282,-5.1178,,5.1115,,,,0.77195,-1.8319,,,,1.3058,-39.8514,-20.0612,,99.8072,0.16232,73.2455,,-8.4327,-17.3556,-167.7567,2.1108,-230.7275,-6.6504,109.9118,-4.7232,,,12.2803,-5.0026,0.74852,-4.803,,,,,,-6.8414,0.41987,,-1.332,0.063049,20.8673,,,-3.2994,,,,-0.97449,-45.1137,,,-0.90586,,,-4.9498,-5.6094,,-4.3115,,0.39204,-39.7666,,-1.5131,-0.8823,,12.8883,,,,-9.5124,,5.796,-11.9264,,7.8932,,-3.7046,-10.1506,-19.3507,4.5074,-42.9556,29.3444,,-8.4676,270.7851,-0.032912,,,,,,,,,11.3547,-0.51949,,,,-64.3224,-12.7362,-3.4897,,,125.8747,-56.5636,-45.2611,-9.0221,,,,-33.059,-55.7282,,-20.4861,-5.3109,-4.1425,-6.0666,,0.62115,,22.2388,7.611,-36.8496,,,,-2.4302,45.9729,-23.5545,-160.9817,-282.1855,-3.6441,,,50.0559,30.0857,,,,-2.0563,-0.50931
2011,,-1.8268,,,,,,0.002965,-0.30603,,9.406,-33.1688,-2.2361,,15.8856,2.2392,,10.2739,-115.0919,,-4.4978,,,1.3878,,,-8.5727,-56.7305,,0.76144,6.1945,-0.6852,,-15.6062,-1.1554,-36.5541,,,,,-6.8437,1392.4632,-11.7645,,,,-4.9296,-2.6105,,,-0.53934,-0.59307,-1.3496,,-15.6654,,,-30.4738,-4.7702,3.74,-1.8644,,,-0.58663,1.885,,,,-14.1017,-147.3711,,,,,-2.3525,-175.2837,-7.1849,,11.744,,,,1.6698,-2.0866,,,,1.9972,-54.2145,-19.0506,,134.8968,-4.3714,80.4708,,-10.0388,-19.2534,-157.6859,2.3693,-261.6076,-8.6859,112.8619,-5.7992,,,11.9042,-5.2549,0.94247,-5.6611,,,,,,-9.6322,-1.0787,,-1.4044,0.071579,11.6076,,,-5.5487,,,,-1.0749,-61.3189,,,-1.9357,,,-8.127,-7.7215,,-4.2553,,0.38993,-41.8914,,-2.6306,-0.67534,,25.3404,,,,-6.2482,,8.2631,-14.0726,,9.7316,,-4.7477,-12.6137,-25.8812,8.0803,-11.279,46.7363,,-3.6769,261.1,-0.06367,,,,,,,,,11.3846,-1.3828,,,,-166.7883,-11.0787,-5.0278,,,129.6647,-51.853,-37.2535,-14.7732,,,,-35.1268,-62.8017,,-26.4229,-5.3069,-6.4055,-8.4701,,0.60576,,28.4329,7.4604,-44.0611,,,,-2.7548,39.6436,-25.973,-139.4923,-269.3491,-4.1189,,,48.4093,37.3589,,,,-3.358,-0.073083
2012,,-1.9925,,,,,,1.6052,-0.76963,,4.7923,-32.3573,-3.0136,,14.7636,-0.84156,,-1.1011,-106.7272,,-2.8423,,,1.2962,,,-6.8483,-55.3058,,0.4485,4.4939,-0.66815,,-14.678,-2.2819,-12.8175,,,,,-9.7015,1280.3884,-14.215,,,,-4.9056,-4.4395,,,-0.85837,0.46329,-2.6836,,-13.0336,,,-36.3918,-5.1288,-7.5362,-1.4587,,,0.15322,0.60795,,,,-16.6459,-123.6662,,,,,-2.7214,-104.3042,-9.641,,16.1214,,,,1.9451,-2.1357,,,,2.2357,-65.1089,-14.951,,134.488,-21.5922,45.5448,,-8.721,-13.7744,-125.1226,2.2874,-277.6984,-10.3054,116.9639,-7.6446,,,22.3389,-8.0066,0.78986,-5.7933,,,,,,-7.1773,-1.1689,,-1.3166,-0.0087126,3.1709,,,-5.1835,,,,-1.1009,-53.2752,,,-1.6756,,,-7.2011,-6.7597,,-5.7943,,0.40319,-23.2134,,-2.834,-1.141,,35.8613,,,,-3.6173,,8.7314,-16.4105,,11.9719,,-4.1474,-12.5843,-29.9046,1.3907,-2.1385,48.7746,,-2.2244,229.6534,-0.11186,,,,,,,,,26.7296,-2.7116,,,,-196.5891,-7.4147,-3.1327,,,104.3845,-28.0818,-17.3883,-13.6741,,,,-30.9124,-106.3527,,-7.5949,-3.6883,-5.9387,1.0424,,0.079885,,30.137,8.0189,-41.1665,,,,-2.3618,31.5229,-24.0111,-144.8708,-305.1044,-4.1968,,,87.2547,33.9652,,,,-3.0484,-0.62929
2013,,-1.2894,,,,,,-8.8823,-0.51145,,18.8572,-27.1166,-2.9567,,18.4831,1.0322,,-2.243,-107.1633,,-3.1467,,,0.62219,,,-6.3888,-58.8305,,-0.93599,4.4753,-0.82862,,-17.5787,-1.7941,-8.487,,,,,-8.6372,1231.8441,-13.1278,,,,-4.5092,-5.1243,,,0.10997,-2.1811,-2.8209,,-10.6061,,,-26.7069,-5.9281,-2.1083,-1.7846,,,2.4626,1.528,,,,-14.8141,-108.4914,,,,,-2.4538,-96.3748,-7.7475,,17.7992,,,,2.0796,0.055603,,,,-8.1366,-77.4405,-17.0083,,214.4536,-23.2312,92.9297,,-9.3759,-16.6215,-121.813,2.4879,-215.2652,-11.5563,101.1131,-9.7777,,,7.3443,-7.3564,0.91575,-5.3735,,,,,,-7.9232,-1.2684,,-1.543,0.12077,3.2058,,,-4.0532,,,,-1.0476,-66.6271,,,0.011648,,,-7.0329,-9.8609,,-6.3575,,0.32349,-24.3192,,-4.0541,-1.1507,,6.0941,,,,-3.9326,,8.397,-13.6599,,11.8038,,-4.6629,-14.4564,-33.0839,10.879,-1.6877,36.0296,,-0.58522,207.7493,0.011596,,,,,,,,,14.955,-1.9935,,,,-209.1335,-7.6405,-2.9341,,,110.6862,-22.37,-24.1084,-15.55,,,,-28.9985,-97.3432,,-14.1963,-9.0559,-8.3293,-2.9548,,0.14448,,30.0459,7.6606,-38.8142,,,,-2.3097,24.1308,-28.282,-137.7753,-257.6484,-4.9161,,,91.8242,36.2242,,,,-3.1712,-0.50097
2014,,-0.51125,,,,,,3.2133,-0.2133,,13.1731,-31.0952,-3.0052,,16.4846,-37.2767,,0.64325,-114.8397,,-2.8551,,,0.28917,,,-6.7287,-54.5184,,0.14327,6.3412,-0.88723,,-15.2769,-1.8672,8.3068,,,,,-5.9209,1183.6754,-15.8406,,,,-4.3078,-1.4644,,,-0.1048,1.5618,-3.3832,,-13.4123,,,-14.5535,-5.5154,-13.3226,-1.8068,,,1.4882,1.3937,,,,-13.8431,-107.7196,,,,,-2.3781,-112.1731,-7.7417,,18.5961,,,,2.4262,0.10271,,,,2.1674,-67.4322,-14.1271,,191.6387,-21.7276,87.7907,,-10.4608,-21.3459,-122.0945,1.6588,-177.8999,-9.4839,118.8301,-13.2771,,,0.64065,-7.6662,0.92753,-4.6982,,,,,,-8.3762,-1.4993,,-1.8104,0.091952,6.3816,,,-5.1837,,,,-1.1448,-69.8204,,,0.45037,,,-6.1555,-10.0145,,-7.8127,,0.64265,-12.7027,,-3.5913,-1.6766,,7.7221,,,,-3.0586,,6.3319,-16.4845,,10.6855,,-4.6194,-12.2734,-34.3587,8.1498,-1.0204,34.5393,,-2.5059,244.7165,-0.088845,,,,,,,,,-1.6326,-2.6921,,,,-136.9922,-5.8899,-3.9954,,,124.327,-43.2068,-26.8949,-14.6634,,,,-29.736,-97.6993,,-14.0198,-15.4476,-8.5997,19.5492,,-0.059804,,26.3362,7.4245,-33.9722,,,,-2.439,35.2986,-31.9926,-154.9986,-306.1774,-4.6843,,,26.0579,47.0734,,,,-3.7493,-0.8009
2015,,-1.2014,,,,,,-8.1515,-0.4206,,20.1592,-22.7605,-2.5394,,14.4548,0.38386,,-1.1827,-106.4895,,-2.4812,,,-0.4756,,,-7.3554,-18.6955,,-0.60022,7.6285,-0.77567,,-18.2554,-1.3281,27.796,,,,,-4.9241,1003.0598,-12.5008,,,,-4.6478,-3.6757,,,0.30084,0.5114,-3.6154,,-14.015,,,-12.2879,-5.8659,-22.069,-1.9102,,,-2.1894,1.261,,,,-10.945,-90.9178,,,,,-1.9991,-94.1752,-7.4334,,18.6755,,,,2.5214,0.040078,,,,2.214,-47.7877,-12.6081,,140.3746,-5.4403,38.7603,,-7.7932,-17.6284,-92.5138,1.5431,-133.2311,-9.592,82.7764,-10.6793,,,-2.3444,-5.8183,1.8915,-4.7005,,,,,,-7.3459,-1.6545,,-1.6031,0.093602,9.2004,,,-6.717,,,,-0.81961,-63.8184,,,-0.22543,,,-5.1004,-8.5516,,-7.1809,,0.58486,-4.4274,,-2.7229,-1.9716,,-6.2306,,,,-4.4409,,2.6396,-22.8551,,9.501,,-3.8713,-12.4641,-31.2555,1.7164,0.30755,23.8507,,-1.5291,316.1242,-0.10862,,,,,,,,,-27.9521,-2.1976,,,,-110.3931,-5.7699,-3.9272,,,111.5209,-32.5015,-10.8689,-14.8835,,,,-27.8977,-102.8554,,1.5456,-3.6204,-8.739,23.8921,,-0.25123,,21.5209,7.5316,-26.9522,,,,-2.2232,38.923,-22.7182,-163.2532,-411.4481,-4.0087,,,77.6864,57.4109,,,,-3.1703,-1.1999
2016,,-1.1913,,,,,,2.7335,-0.31344,,38.8183,-25.0085,-0.81503,,13.7196,-36.0734,,-0.56542,-108.1816,,-1.4969,,,-0.38805,,,-6.9137,5.0487,,0.56305,5.8432,-0.58618,,-15.4474,-1.5838,37.4166,,,,,-3.5996,902.0204,-10.6485,,,,-4.3267,-4.4879,,,0.52844,1.0574,-3.1893,,-12.5603,,,-5.6732,-3.6145,-20.3334,-1.8709,,,0.8844,1.2989,,,,-9.8481,-95.3413,,,,,-1.5551,-108.5028,-6.0282,,13.9945,,,,2.6802,-2.3504,,,,2.0412,-40.5284,-13.4059,,170.1335,-9.5593,82.4452,,-8.6831,-19.6082,-82.3395,1.2044,-125.9805,-6.9588,98.3706,-9.3407,,,2.5007,-7.4064,3.716,-4.8059,,,,,,-8.2377,-0.72543,,-1.4806,-0.035912,12.7176,,,-7.8039,,,,-0.92466,-52.8352,,,1.826,,,-7.1362,-7.4228,,-7.1833,,0.64958,-3.7851,,-3.9729,-2.0041,,-0.20102,,,,-4.4179,,-1.364,-25.3958,,8.2047,,-3.4552,-9.4959,-34.0246,14.6434,-4.135,16.0476,,-4.169,270.3362,-0.073002,,,,,,,,,-7.0384,-2.8845,,,,-98.9536,-5.6841,-3.8311,,,122.9063,-17.59,-13.7667,-15.5244,,,,-27.7794,-121.8385,,1.125,-7.6584,-5.7023,29.5455,,-0.10453,,11.5444,7.3893,-12.282,,,,-2.155,54.1127,-22.9671,-171.0511,-407.1028,-3.2406,,,81.8856,59.4812,,,,-1.7608,-1.2044
2017,,-0.66279,,,,,,-3.8659,-0.25986,,36.2542,-22.1821,0.34937,,13.6327,-39.5024,,-0.49025,-101.8034,,-1.2482,,,-0.34283,,,-4.3521,-1.0798,,0.89318,6.4319,-0.46135,,-15.5297,-1.6497,41.1996,,,,,-4.2456,871.3522,-10.2775,,,,-4.2375,-3.1576,,,-0.30057,-2.923,-3.1579,,-14.5443,,,-6.4929,-5.5075,3.5997,-1.84,,,1.8447,-4.6972,,,,-10.8104,-90.5557,,,,,-1.1236,-112.216,-6.8072,,17.8936,,,,2.0914,-1.9192,,,,2.1252,-43.8,-15.9942,,145.0181,-7.1224,93.1013,,-10.8057,-18.8925,-92.7377,1.5257,-119.7209,-5.7221,105.6904,-8.5415,,,3.8156,-7.2337,-1.2282,-7.0365,,,,,,-8.9232,-0.44712,,-1.5845,0.090336,16.7319,,,-7.1928,,,,-1.0805,-54.321,,,3.6799,,,-5.5019,-5.77,,-5.1822,,0.80177,-5.998,,-2.8023,-1.7535,,5.4897,,,,-5.6911,,-1.6048,-24.1539,,-7.828,,-4.0002,-8.6341,-32.6312,14.9189,-2.9435,27.3568,,-5.2993,266.0777,-0.52485,,,,,,,,,3.851,-2.8566,,,,-104.8144,-4.7049,-5.1815,,,112.9723,-34.6562,-19.8164,-14.3106,,,,-29.8174,-89.7839,,-2.8292,-7.8336,-4.8642,24.5466,,0.019654,,15.3721,8.0814,-9.8035,,,,-2.2839,41.9439,-27.7011,-156.1559,-420.2749,-3.8106,,,73.8357,68.8763,,,,-1.2668,-0.13831
2018,,-1.0482,,,,,,2.9689,-1.2652,,50.331,-24.736,-0.77814,,12.9149,-43.3156,,-1.2695,-108.1208,,-0.99785,,,-0.10277,,,-4.0656,-0.25752,,-0.032827,2.8757,-0.58682,,-18.0155,-0.71965,50.3444,,,,,-7.7279,737.899,-10.8412,,,,-4.6815,-6.5424,,,-0.46484,-6.8485,-4.5258,,-15.5665,,,-5.9952,-6.605,2.5212,-2.4727,,,-0.16886,-3.5515,,,,-12.1359,-104.8378,,,,,-2.4311,-126.4956,-4.9634,,13.7647,,,,-4.5575,-2.0608,,,,1.8941,-42.627,-17.4523,,161.1776,-11.1446,105.1459,,-11.7146,-22.0002,-101.3349,0.75459,-136.613,-6.1691,135.3493,-8.7767,,,2.7471,-8.5122,-1.0025,-8.2397,,,,,,-9.4834,-0.033836,,-1.3341,-0.92791,15.3014,,,-8.7991,,,,-1.2296,-55.7075,,,4.3286,,,-5.8681,-5.754,,-4.6267,,-12.0579,-11.0773,,-3.2047,-1.6885,,6.478,,,,-5.089,,2.0535,-22.2289,,-7.3638,,-4.2217,-9.2689,-33.955,4.1987,-4.4629,26.9591,,-8.2769,350.0608,-0.64036,,,,,,,,,18.7337,-3.5075,,,,-109.899,-5.9669,-6.6178,,,110.8619,-51.135,-28.2823,-15.5398,,,,-30.8283,-88.0165,,-7.1226,-4.1955,-5.3347,15.3103,,-5.8209,,17.1777,1.77,-3.5418,,,,-2.2149,20.4106,-37.1738,-150.842,-426.2651,-3.9716,,,146.9554,81.1299,,,,-0.8307,0.2523
2019,,-1.0065,,,,,,11.4569,-0.69595,,52.5387,-21.4705,-0.28383,,16.1426,-45.1646,,-0.87756,-101.9979,,-0.95064,,,-0.25774,,,-5.0264,-3.3246,,0.66911,2.5937,-0.53344,,-19.6557,-0.61269,59.4415,,,,,-5.5852,782.5375,-8.9241,,,,-4.6082,-5.6536,,,-0.20965,-7.8503,-4.3934,,-15.6276,,,-5.1492,-6.5746,3.197,-1.9322,,,-2.3465,-3.4533,,,,-10.8443,-99.7997,,,,,-1.1812,-131.5964,-4.0555,,12.6176,,,,-4.371,-1.9905,,,,2.1367,-43.6533,-16.112,,160.1708,-10.7511,82.2235,,-12.898,-21.3882,-95.0529,1.3273,-144.7995,-5.6117,113.6354,-8.7456,,,1.3531,-8.2319,-1.9266,-7.7347,,,,,,-8.076,0.43492,,-1.3091,-0.95631,21.7749,,,-8.174,,,,-1.24,-50.1212,,,5.2314,,,-3.5936,-6.1598,,-4.837,,-11.7386,-14.5717,,-2.7731,-1.4887,,9.6407,,,,-6.1458,,2.2988,-20.7412,,-4.3487,,-4.4143,-8.9783,-33.4996,5.0934,-4.7965,26.6722,,-8.4337,316.5487,-0.63767,,,,,,,,,13.7644,-2.6496,,,,-111.5438,-6.4525,-6.5581,,,120.1961,-62.1222,-31.6046,-15.314,,,,-28.155,-84.9955,,-16.2414,-3.8665,-4.7558,8.9353,,-5.7793,,14.8654,1.9829,7.0393,,,,-2.2258,16.1081,-20.9029,-146.7057,-436.63,-3.9775,,,99.6373,113.0642,,,,-1.1067,0.026751
2020,,-1.0578,,,,,,8.2766,-0.69507,,44.0498,-18.7564,-1.6985,,15.6712,-44.9081,,0.68086,-87.2263,,-1.2658,,,-1.1245,,,-5.342,15.721,,0.73651,0.69742,-0.31176,,-19.9475,-0.80883,46.3178,,,,,-2.8358,932.8694,-9.0615,,,,-4.0118,-5.6781,,,0.61455,-7.9586,-3.5655,,-14.1373,,,-4.7991,-5.7746,-5.7447,-2.0168,,,-3.2246,-3.4244,,,,-10.3456,-94.7038,,,,,-2.3525,-122.5656,-3.2487,,3.3765,,,,-4.0117,-1.5253,,,,1.6388,-48.3129,-13.4318,,173.7352,-15.485,66.4969,,-8.7226,-17.6323,-83.3925,-0.22744,-145.3263,-6.7017,83.5349,-8.1151,,,-2.5254,-7.716,-2.0311,-6.6994,,,,,,-6.4714,0.10075,,-1.4581,-1.0266,17.3505,,,-6.8271,,,,-1.4649,-33.7092,,,3.5213,,,-2.7375,-6.0575,,-4.7208,,-10.8942,-13.8806,,-4.7542,-1.1988,,-2.6769,,,,-5.8399,,1.1447,-17.2574,,-8.6432,,-4.213,-9.8348,-33.9076,12.0229,-5.8171,26.0078,,-6.8521,266.1356,-0.57899,,,,,,,,,-6.1907,-3.22,,,,-95.5575,-5.9955,-5.9431,,,118.419,-60.5396,-37.5321,-15.6332,,,,-24.5996,-72.3619,,-9.7999,-3.2615,-4.9324,-0.16832,,-4.6977,,9.3452,1.1997,13.694,,,,-2.0503,17.8804,0.88021,-131.1879,-472.2345,-3.6855,,,18.4489,122.4909,,,,0.63387,-0.61238
2021,,-0.98371,,,,,,11.9498,-0.59659,,46.9835,-22.2318,-0.66042,,18.5103,-49.21,,-0.21862,-103.3114,,-1.5275,,,-0.45187,,,-5.3605,32.3721,,1.7487,1.9145,-0.25166,,-19.5211,-1.142,38.311,,,,,-7.279,1047.3014,-9.3665,,,,-4.4224,-5.728,,,0.49095,-12.4011,-3.9292,,-17.2884,,,-4.9115,-6.3508,-16.2987,-2.1055,,,-3.4307,-4.0507,,,,-13.6058,-107.4912,,,,,-2.7808,-149.6039,-4.4684,,6.1736,,,,-4.4035,-2.0759,,,,1.7999,-55.9942,-17.3216,,224.1707,-8.3269,83.4378,,-9.1557,-22.5649,-97.4423,-0.060551,-161.0097,-7.7939,90.9405,-9.4568,,,-1.3053,-8.2676,-0.33357,-7.9063,,,,,,-8.3166,-0.37305,,-1.5845,-1.1428,16.7594,,,-8.517,,,,-1.7109,-48.1997,,,3.6016,,,-3.7829,-6.331,,-5.3998,,-13.7048,-21.7224,,-6.5352,-1.397,,-0.10346,,,,-3.4979,,3.7916,-21.607,,-7.1701,,-5.1172,-9.2273,-40.5307,13.5168,-8.7467,33.7597,,-8.7171,341.7791,-0.66493,,,,,,,,,13.2154,-3.2921,,,,-109.736,-6.1477,-7.624,,,127.3051,-72.6746,-43.6988,-17.6327,,,,-29.1618,-82.2115,,-9.3859,-3.4886,-5.7808,-10.2755,,-5.5793,,15.4582,1.4315,31.7559,,,,-2.3036,13.8381,-15.1413,-160.3201,-537.5908,-4.0422,,,21.3745,110.376,,,,0.3565,-0.53874
2022,,-0.84099,,,,,,8.8871,-0.029906,,45.3433,-23.9652,2.2356,,19.9825,-50.5777,,-2.1652,-113.023,,-1.6739,,,0.10294,,,-5.0743,25.443,,1.8199,5.0031,-0.5415,,-18.8982,-0.85376,48.6562,,,,,-7.2948,1040.8099,-6.3066,,,,-4.4006,-5.4193,,,0.17171,-13.4137,-4.3242,,-16.9813,,,-5.9019,-6.3984,-4.6391,-2.1013,,,-2.533,-4.3295,,,,-13.6393,-114.7508,,,,,-1.7815,-161.2304,-4.3438,,9.4058,,,,-4.8617,-2.22,,,,1.96,-63.2158,-17.9593,,264.1799,23.3602,103.6263,,-10.7059,-22.8238,-99.9572,-0.082762,-163.7522,-7.6757,116.2386,-10.2203,,,0.19116,-8.9828,-0.85167,-8.0138,,,,,,-8.8987,-1.4992,,-1.5573,-1.197,20.404,,,-8.7863,,,,-1.6029,-51.514,,,4.4625,,,-1.397,-5.9681,,-5.2756,,-15.15,-30.3918,,-7.5582,-1.4906,,5.9636,,,,3.471,,6.5728,-23.9456,,-6.3432,,-5.4308,-10.0528,-42.0932,11.3539,-8.1895,43.3694,,-10.5672,334.1336,-0.70692,,,,,,,,,30.9037,-3.1225,,,,-123.4947,-7.7475,-8.3447,,,122.9179,-79.6253,-38.137,-18.8154,,,,-30.973,-89.1604,,-17.7648,-4.2353,-6.1096,-7.537,,-6.1547,,19.142,2.6291,23.7635,,,,-2.7619,-20.8605,-19.2878,-174.6972,-563.9848,-4.2825,,,26.3519,104.6819,,,,-0.59285,-0.31465
2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
